ibge7,Alagamento,Colapso,Corrida de massa,Deslizamento,Enchente,Enxurrada,Erosão,Expansão/Contração de argilas,Inundação,Outros,Queda,Rastejo,Subsidência,Tombamento,Alto,Muito alto,n_risco
4204178,0,0,0,0,2,1,0,0,1,0,0,0,0,0,2,2,4
4204194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4204202,0,0,0,0,0,1,0,0,2,0,0,1,0,0,2,2,4
4204251,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
4204301,0,0,0,33,1,0,0,0,5,0,1,0,0,0,34,6,40
4204350,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,4
4204400,0,0,0,6,0,3,0,0,1,0,0,1,0,0,6,5,11
4204459,0,0,0,11,0,0,0,0,1,0,0,0,0,0,6,6,12
4204509,0,0,0,6,3,0,0,0,0,0,0,1,0,0,5,5,10
4204558,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
4204608,0,0,0,5,0,1,0,0,18,0,1,0,0,0,16,9,25
4204707,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,2
4204756,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4204806,0,0,0,4,3,0,0,0,3,0,0,0,0,0,2,8,10
4204905,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4205001,0,0,0,7,0,1,0,0,2,0,0,0,0,0,10,0,10
4205100,0,0,0,0,0,0,1,0,6,0,0,0,0,0,5,2,7
4205159,0,0,0,2,0,0,0,0,3,0,0,0,0,0,5,0,5
4205191,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,2
4205209,0,0,0,6,0,0,0,0,6,0,0,0,0,0,7,5,12
4205308,0,0,0,3,0,0,0,0,4,0,0,0,0,0,5,2,7
4205407,0,0,0,12,0,0,6,0,0,0,12,0,0,0,28,2,30
4205431,0,0,0,2,0,0,1,0,3,0,0,0,0,0,6,0,6
4205456,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,2,5
4205506,0,0,0,8,0,0,1,0,4,0,0,0,0,0,11,2,13
4205555,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4205605,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,3
4205704,0,0,4,18,0,0,0,0,0,0,0,0,0,0,21,1,22
4205803,0,0,0,3,0,0,0,0,1,0,0,0,0,0,4,0,4
4205902,0,0,0,35,0,0,1,0,0,0,3,0,0,0,39,0,39
4206009,0,0,0,5,0,0,0,0,0,0,9,0,0,0,14,0,14
4206108,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,6
4206207,0,0,0,3,0,0,0,0,0,0,1,0,0,0,4,0,4
4206306,0,0,0,18,0,6,0,0,0,0,0,0,0,0,21,3,24
4206405,0,0,0,6,0,0,0,0,1,0,3,0,0,0,9,1,10
4206504,0,0,0,17,1,0,0,0,13,0,0,0,0,0,30,1,31
4206603,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,2
4206652,0,0,1,4,0,5,0,0,1,0,0,0,0,0,11,0,11
4206702,0,0,0,4,0,0,0,0,2,0,0,0,0,0,4,2,6
4206751,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
4206801,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
4206900,0,0,0,15,0,0,1,0,5,0,0,0,0,0,11,10,21
4207007,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,2,8
4207106,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13,0,13
4207205,0,0,0,7,0,0,0,0,0,0,3,0,0,0,10,0,10
4207304,0,0,0,3,0,0,0,0,2,0,0,0,0,0,5,0,5
4207403,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
4207502,0,0,0,4,0,0,0,0,5,0,1,2,0,0,7,5,12
4207577,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4207601,0,0,0,2,0,0,0,0,4,0,0,0,0,0,6,0,6
4207684,0,0,0,4,0,0,0,0,5,0,0,0,0,0,8,1,9
4207700,0,0,0,7,0,1,0,0,1,0,0,0,0,0,7,2,9
4207759,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4207809,0,0,0,1,0,0,0,0,4,0,0,0,0,0,4,1,5
4207858,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
4207908,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
4208005,0,0,0,12,0,0,0,0,3,0,0,0,0,0,15,0,15
4208104,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
4208203,0,1,0,13,5,0,0,0,0,0,0,0,0,0,11,8,19
4208302,0,0,0,3,0,0,0,0,7,0,0,0,0,0,7,3,10
4208401,0,0,0,5,0,0,0,0,2,0,0,0,0,0,7,0,7
4208450,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
4208500,0,0,2,7,6,0,0,0,1,0,0,0,0,0,14,2,16
4208609,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3,1,4
4208708,0,0,5,6,0,12,1,0,22,0,1,0,0,0,39,8,47
4208807,0,0,0,1,0,0,0,0,1,0,8,0,0,0,10,0,10
4208906,0,0,5,10,0,0,0,0,1,0,1,0,0,0,17,0,17
4208955,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,1,3
4209003,0,0,0,4,0,0,0,0,3,0,0,0,0,0,7,0,7
4209102,0,0,3,69,0,4,3,0,56,0,1,4,0,0,57,83,140
4209151,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,1,5
4209177,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4209201,0,0,0,5,0,0,0,0,6,0,0,0,0,0,11,0,11
4209300,0,0,0,28,0,0,1,0,31,0,6,0,0,0,29,37,66
4209409,0,0,0,11,0,0,0,0,0,0,3,0,0,0,14,0,14
4209458,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4209508,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,4,5
4209607,0,0,0,4,0,0,1,0,7,0,0,0,0,0,3,9,12
4209706,0,0,0,2,0,0,0,0,6,0,0,0,0,0,8,0,8
4209805,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4209854,0,0,0,2,0,1,0,0,3,0,0,0,0,0,6,0,6
4209904,0,0,0,2,0,0,0,0,9,0,0,0,0,0,8,3,11
4210001,0,0,0,10,0,2,1,0,1,0,0,0,0,0,8,6,14
4210035,0,0,0,0,0,0,1,0,8,0,0,0,0,0,8,1,9
4210050,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3
4210100,0,0,0,2,0,1,0,0,8,0,1,0,0,0,10,2,12
4210209,0,0,0,8,0,2,0,0,0,0,2,0,0,0,12,0,12
4210308,0,0,0,1,0,0,0,0,9,0,0,0,0,0,10,0,10
4210407,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4,0,4
4210506,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,7
4210555,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4210605,0,0,0,6,0,2,0,0,0,0,3,0,0,0,11,0,11
4210803,0,0,1,0,0,0,1,0,4,0,0,0,0,0,6,0,6
4210852,0,0,0,4,0,1,0,0,0,0,0,0,0,0,3,2,5
4210902,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,3,3
4211009,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,4
4211058,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,4
4211108,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,7
4211207,0,0,0,0,0,0,0,0,6,0,1,0,0,0,6,1,7
4211256,0,0,1,0,0,1,0,0,2,0,0,0,0,0,3,1,4
4211306,0,0,0,0,0,0,0,0,3,0,1,0,0,0,4,0,4
4211405,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,1,5
4211454,0,0,0,4,0,0,0,0,1,0,0,0,0,0,2,3,5
4211504,0,0,1,17,0,2,5,0,6,0,0,0,0,0,20,11,31
4211603,0,0,0,2,0,0,1,0,5,0,0,0,0,0,8,0,8
4211652,0,0,0,3,0,0,0,0,2,0,0,0,0,0,4,1,5
4211702,0,0,0,5,0,2,0,0,0,0,0,0,0,0,5,2,7
4211751,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,6,9
4211801,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1,4,5
4211850,0,0,0,1,0,0,0,0,8,0,0,0,0,0,9,0,9
4211876,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4211900,0,0,0,34,0,0,0,0,13,0,1,0,0,0,43,5,48
4212007,0,0,0,5,0,0,0,0,2,0,0,0,0,0,6,1,7
4212056,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2
4212106,0,0,0,3,0,0,0,0,2,0,0,1,0,0,5,1,6
4212205,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,9
4212239,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2,3
4212254,0,0,0,0,6,0,0,0,1,0,0,0,0,0,4,3,7
4212270,0,0,0,7,0,0,0,0,3,0,0,0,0,0,10,0,10
4212304,0,0,0,3,0,0,0,0,0,0,9,0,0,0,11,1,12
4212502,0,0,0,2,0,0,0,0,4,0,0,0,0,0,6,0,6
4212650,0,0,0,4,0,0,0,0,2,0,1,0,0,0,6,1,7
4212700,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2
4212809,0,0,0,8,0,0,0,0,2,0,1,0,0,0,9,2,11
4212908,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4213005,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2
4213104,0,0,0,3,0,0,0,0,1,0,0,0,0,0,4,0,4
4213153,0,0,0,2,0,1,0,0,1,0,0,0,0,0,4,0,4
4213203,0,0,7,10,0,0,0,0,4,0,7,0,0,0,27,1,28
4213302,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
4213351,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2
4213401,0,0,0,3,0,0,0,0,4,0,0,0,0,0,6,1,7
4213500,0,0,0,10,0,0,0,0,4,0,0,0,0,0,14,0,14
4213609,0,0,0,5,0,2,0,0,3,0,0,0,0,0,8,2,10
4213708,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,3,9
4213807,0,0,0,0,0,6,0,0,1,0,0,0,0,0,3,4,7
4213906,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,1,3
4214003,0,0,7,5,0,5,1,0,17,0,0,1,0,0,19,17,36
4214102,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2
4214151,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2
4214201,0,0,0,2,0,0,0,0,3,0,0,0,0,0,4,1,5
4214300,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3,0,3
4214409,0,0,0,3,0,1,0,0,1,0,0,0,0,0,4,1,5
4214508,0,0,1,0,3,0,0,0,0,0,0,4,0,0,3,5,8
4214607,0,0,0,3,0,0,0,0,3,0,0,1,0,0,4,3,7
4214706,0,0,0,2,0,0,0,0,11,0,0,0,0,0,10,3,13
4214805,0,0,1,6,0,0,1,0,0,0,1,10,0,0,14,5,19
4214904,0,0,0,3,0,4,0,0,4,0,0,0,0,0,11,0,11
4215000,0,0,0,4,0,0,0,0,2,0,0,0,0,0,4,2,6
4215059,0,0,0,6,0,0,0,0,1,0,0,0,0,0,7,0,7
4215109,0,0,1,5,0,0,0,0,4,0,5,1,0,0,16,0,16
4215208,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2
4215307,0,0,0,4,0,0,3,0,2,0,0,1,0,0,9,1,10
4215406,0,0,0,1,0,0,0,0,2,0,0,0,0,0,2,1,3
4215455,0,0,0,4,0,0,1,0,1,0,7,0,0,0,13,0,13
4215505,0,0,0,5,0,0,0,0,4,0,0,0,0,0,8,1,9
4215604,0,0,0,9,0,1,0,0,0,0,0,0,0,0,10,0,10
4215653,0,0,0,1,1,0,0,0,2,0,0,0,0,0,2,2,4
4215679,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
4215687,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
4215695,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3
4215703,0,0,0,11,0,2,1,0,6,0,0,0,0,0,20,0,20
4215752,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2
4215802,0,0,1,19,0,0,0,0,13,0,0,0,0,0,32,1,33
4216008,0,0,0,7,0,2,0,0,3,0,0,0,0,0,8,4,12
4216057,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,1,4
4216107,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
4216206,0,0,0,9,0,0,0,0,2,0,3,0,0,0,13,1,14
4216255,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4216305,0,0,0,17,0,1,1,0,21,0,0,0,0,0,32,8,40
4216354,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4216404,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
4216503,0,0,0,10,0,0,0,0,4,0,1,0,0,0,9,6,15
4216602,0,0,0,36,0,1,1,0,2,0,10,0,0,0,43,7,50
4216701,0,0,0,1,0,0,0,0,6,0,0,0,0,0,7,0,7
4216800,0,0,0,4,0,0,0,0,4,0,0,0,0,0,7,1,8
4216909,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,2,6
4217006,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
4217105,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,4
4217204,0,0,0,4,0,0,1,0,2,0,0,0,0,0,5,2,7
4217253,0,0,0,4,0,1,0,0,0,0,0,1,0,0,5,1,6
4217303,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,4
4217402,0,0,1,12,0,1,0,0,7,0,0,0,0,0,20,1,21
4217501,0,0,0,15,0,1,0,0,6,0,0,0,0,0,10,12,22
4217600,0,0,0,2,0,1,0,0,9,0,0,0,0,0,9,3,12
4217709,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,5
4217758,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2
4217808,0,0,0,4,0,0,0,0,4,0,0,0,0,0,8,0,8
4217907,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,2,4
4218004,0,0,0,3,0,0,0,0,8,0,0,0,0,0,11,0,11
4218103,0,0,1,3,0,42,3,0,0,0,1,0,0,0,37,13,50
4218202,0,0,0,25,0,0,0,0,9,0,0,0,0,0,20,14,34
4218251,0,0,0,4,0,0,0,0,3,0,0,0,0,0,6,1,7
4218301,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,1,6
4218350,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,3
4218400,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
4218509,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4218608,0,0,0,0,0,0,1,0,10,0,0,0,0,0,6,5,11
4218707,0,0,2,9,0,0,2,0,7,0,34,0,0,0,54,0,54
4218756,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2
4218806,0,0,0,1,0,0,0,0,5,0,0,0,0,0,6,0,6
4218855,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4218905,0,0,0,4,0,0,3,0,2,0,0,0,0,0,5,4,9
4219002,0,0,0,2,0,0,0,0,10,0,0,0,0,0,7,5,12
4219101,0,0,0,3,0,1,0,0,3,0,0,0,0,0,6,1,7
4219150,0,0,0,0,1,0,0,0,8,0,0,0,0,0,2,7,9
4219176,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,2
4219200,0,0,0,3,0,1,5,0,2,0,0,0,0,0,10,1,11
4219309,0,0,0,22,9,0,0,0,1,0,5,1,0,0,17,21,38
4219358,0,0,0,1,0,0,0,0,5,0,0,0,0,0,6,0,6
4219408,0,0,0,2,0,0,0,0,4,0,0,0,0,0,6,0,6
4219507,0,0,0,2,0,0,0,0,5,0,0,0,0,0,3,4,7
4219606,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0,6
4219705,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,3,5
4219853,0,0,0,2,0,0,0,0,7,0,0,0,0,0,8,1,9
4220000,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
4300002,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
4300109,0,0,2,1,0,0,0,0,2,0,1,0,0,0,0,6,6
4300406,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5
4300570,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2
4300604,0,0,0,0,0,0,0,0,13,0,0,0,0,0,9,4,13
4300851,3,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,6
4301008,0,0,1,6,0,0,0,0,24,0,0,0,0,0,20,11,31
4301206,0,0,0,4,1,0,7,0,1,0,0,0,0,0,6,7,13
4301305,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
4301859,0,0,0,1,0,0,0,0,2,0,0,0,0,0,3,0,3
4301925,0,0,0,2,0,1,0,0,1,0,0,0,0,0,3,1,4
4302105,0,0,0,5,0,0,0,0,0,0,1,0,0,0,5,1,6
4302352,0,0,0,13,0,0,1,0,8,0,0,2,0,0,19,5,24
4302402,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,13
4303004,0,0,0,8,0,2,0,0,11,0,0,0,0,0,10,11,21
4303103,0,0,0,0,0,0,0,0,13,0,0,0,0,0,8,5,13
4303905,1,0,0,3,0,0,0,0,4,0,0,0,0,0,8,0,8
4304200,0,0,0,6,0,3,0,0,22,0,0,3,0,0,1,33,34
4304408,0,0,0,25,0,3,1,0,4,0,0,0,0,0,16,17,33
4304507,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,2
4304606,0,0,0,0,0,0,0,0,16,0,0,0,0,0,8,8,16
4304614,0,0,1,7,0,0,0,0,0,0,0,2,0,0,10,0,10
4304663,0,0,0,0,0,0,1,0,5,0,0,0,0,0,6,0,6
4304697,0,0,1,9,0,5,0,0,0,0,0,3,0,0,8,10,18
4305108,1,0,1,90,2,8,3,0,16,0,17,6,1,0,72,73,145
4305132,0,0,0,5,0,2,1,0,7,0,0,0,0,0,8,7,15
4305355,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,2,5
4305587,0,0,0,1,0,0,0,0,5,0,0,0,0,0,5,1,6
4305835,0,0,0,2,0,0,0,0,4,0,0,0,0,0,4,2,6
4305959,0,0,0,22,0,3,0,0,9,0,0,2,0,0,14,22,36
4306205,0,0,0,0,0,0,0,0,9,0,0,1,0,0,3,7,10
4306601,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4306700,0,0,0,1,0,0,0,0,14,0,0,2,0,0,7,10,17
4306759,0,0,0,8,0,8,0,0,0,0,0,0,0,0,9,7,16
4306767,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,9,15
4306809,0,0,0,18,0,15,1,0,8,0,2,1,0,0,23,22,45
4307708,0,0,0,0,0,0,3,0,18,0,1,0,0,0,10,12,22
4307807,0,0,0,0,0,0,0,0,38,0,0,0,0,0,20,18,38
4307906,0,0,0,13,0,4,1,0,3,0,2,0,0,0,12,11,23
4308003,0,0,1,17,0,2,3,0,6,0,0,1,0,0,17,13,30
4308102,0,0,2,16,0,0,0,0,13,0,0,5,0,0,32,4,36
4308300,0,0,2,6,0,0,0,0,3,0,3,0,0,0,7,7,14
4308433,0,0,2,8,0,0,0,0,11,0,0,1,0,0,20,2,22
4308508,0,0,0,10,0,0,1,0,0,0,2,0,0,0,9,4,13
4308805,0,0,0,0,0,0,0,0,14,0,0,0,0,0,14,0,14
4309100,0,0,0,51,0,1,4,0,4,0,2,6,0,0,42,26,68
4309308,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,7,10
4309407,0,0,0,8,0,1,1,0,3,0,1,0,0,0,7,7,14
4309605,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4309753,0,0,2,12,0,0,0,0,6,0,2,0,0,0,10,12,22
4310108,0,0,0,16,0,0,0,0,25,0,5,3,0,0,32,17,49
4310363,0,0,2,13,0,2,1,0,7,0,0,1,0,0,19,7,26
4310504,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
4310603,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
4310652,0,0,1,1,0,13,0,0,1,0,0,4,0,0,15,5,20
4310751,0,0,2,2,0,0,0,0,6,0,0,0,0,0,2,8,10
4310801,0,0,0,5,0,0,0,0,1,0,0,0,0,0,5,1,6
4311007,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
4311106,0,0,0,2,0,0,0,0,9,0,0,0,0,0,7,4,11
4311403,0,0,0,0,0,0,0,0,19,0,0,0,0,0,13,6,19
4311775,0,0,1,7,0,17,1,0,8,0,4,5,0,0,23,20,43
4312054,0,0,0,2,0,0,0,0,7,0,0,0,0,0,8,1,9
4312252,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,11
4312401,0,0,0,3,0,0,0,0,16,0,0,0,0,0,13,6,19
4312609,0,0,2,12,0,0,0,0,9,0,0,0,0,0,15,8,23
4313060,0,0,0,7,0,4,0,0,4,0,0,0,0,0,12,3,15
4313102,0,0,0,8,0,4,0,0,14,0,0,0,0,0,18,8,26
4313201,0,0,0,38,0,13,0,0,3,0,1,13,0,0,30,38,68
4313375,0,0,0,1,0,1,0,0,13,0,0,0,0,0,9,6,15
4313409,0,0,0,20,0,2,6,0,10,0,0,0,0,0,21,17,38
4313953,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,3
4314027,1,0,0,5,0,0,1,0,3,0,0,0,0,0,2,8,10
4314035,0,0,0,1,0,0,0,0,9,0,0,0,0,0,10,0,10
4314050,0,0,0,3,0,0,0,0,10,0,1,1,0,0,11,4,15
4314068,0,0,0,1,0,0,3,0,4,0,0,0,0,0,2,6,8
4314076,3,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,5
4314209,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
4314407,0,0,0,0,0,0,0,0,11,0,0,0,0,0,6,5,11
4314472,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,3,4
4314787,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,2
4314803,0,0,0,1,0,0,0,0,8,0,0,0,0,0,8,1,9
4314902,0,0,4,44,0,39,5,0,43,0,10,0,0,0,92,53,145
4315057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
4315107,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,3
4315131,0,0,0,5,0,0,0,0,2,0,0,0,0,0,6,1,7
4315206,0,0,0,27,0,10,0,0,0,0,0,1,0,0,12,26,38
4315305,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
4315453,0,0,3,6,0,0,0,0,1,0,0,0,0,0,9,1,10
4315503,0,0,0,0,0,0,5,0,5,0,0,0,0,0,4,6,10
4315602,0,0,0,0,0,0,0,0,22,0,0,0,0,0,11,11,22
4315701,0,0,0,0,0,0,0,0,24,0,0,0,0,0,13,11,24
4315800,0,0,0,2,0,1,0,0,31,0,0,0,0,0,17,17,34
4316006,0,0,0,17,0,19,2,0,2,0,2,2,0,0,29,15,44
4316402,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4
4316808,0,0,0,4,0,0,0,0,9,0,1,2,0,0,7,9,16
4316907,0,0,0,16,0,1,5,0,13,0,1,0,0,0,22,14,36
4317251,0,0,3,5,0,0,0,0,22,0,0,7,0,0,16,21,37
4317608,0,0,0,1,0,0,0,0,4,0,1,0,0,0,4,2,6
4318002,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
4318408,0,0,0,1,0,0,0,0,11,0,0,0,0,0,2,10,12
4318432,3,0,3,6,0,0,0,0,5,0,1,4,0,0,8,14,22
4318465,0,0,0,20,0,8,0,0,0,0,0,0,0,0,12,16,28
4318507,0,0,0,0,0,0,0,0,13,0,0,0,0,0,7,6,13
4318705,0,0,0,1,1,2,4,0,24,0,1,0,0,0,10,23,33
4318804,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
4319125,0,0,0,2,0,0,0,0,15,0,0,0,0,0,15,2,17
4319505,0,0,0,6,0,2,0,0,11,0,1,1,0,0,17,4,21
4319711,0,0,2,10,0,0,0,0,4,0,0,0,0,0,6,10,16
4319752,0,0,0,8,0,0,0,0,5,0,0,1,0,0,14,0,14
4320008,0,0,0,4,4,0,3,0,18,0,1,0,0,0,14,16,30
4320263,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,10,11
4320602,0,0,0,2,0,0,0,0,2,0,0,0,0,0,3,1,4
4320651,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,5,5
4320677,0,0,1,3,0,0,0,0,8,0,0,0,0,0,11,1,12
4320701,0,0,0,1,0,0,0,0,8,0,0,0,0,0,2,7,9
4320800,0,0,0,1,0,0,0,0,6,0,0,0,0,0,5,2,7
4321204,0,0,0,2,0,0,0,0,6,0,0,2,0,0,5,5,10
4321303,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,0,19
4321451,0,0,0,2,0,0,0,0,2,0,0,0,0,0,4,0,4
4321501,0,0,0,1,0,0,0,0,4,0,0,0,0,0,5,0,5
4321600,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,3
4321626,0,0,1,4,0,0,0,0,0,0,2,1,0,0,5,3,8
4321709,0,0,1,26,0,9,0,0,0,0,1,1,0,0,13,25,38
4321832,0,0,1,3,0,2,0,0,6,0,0,5,0,0,12,5,17
4322004,0,0,0,1,0,0,0,0,21,0,0,0,0,0,7,15,22
4322400,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
4322525,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,7
4322608,0,0,0,0,0,0,0,0,6,1,0,0,0,0,7,0,7
4322707,0,0,0,2,0,0,0,0,7,0,0,0,0,0,8,1,9
4322806,0,0,0,54,0,1,2,0,10,0,1,0,0,0,14,54,68
4322855,0,0,0,2,0,0,0,0,2,0,0,1,0,0,5,0,5
4323002,2,0,0,1,0,0,0,0,14,0,0,0,0,0,12,5,17
5000708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
5001102,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
5001904,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
5002001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
5002100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
5002209,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
5002605,0,0,0,3,0,0,0,0,1,0,0,0,0,0,4,0,4
5002704,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,4
5003207,0,0,0,4,0,0,1,0,0,0,0,0,0,0,5,0,5
5003306,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
5003702,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
5004106,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2
5004700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
5005202,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2
5005608,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,2,7
5005806,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2
5006606,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,4
